V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
33901.01171875,33126.523,30837.527,29529.404,28655.059,28330.414,28185.398,28304.033,30764.06,32143.06,33716.98,34878.164,38649.4,41532.758,44427.957,46373.465,47888.336,47550.64,46733.766,44368.46,43391.293,41125.375,39347.188,35505.523,34037.32,32232.328,30131.082,29309.777,29364.951,28309.027,27884.074,28281.785,29219.07,32038.273,33071.727,36574.434,38682.492,42991.72,43328.395,46173.133,46532.875,47035.633,46992.273,45992.758,42963.773,41231.773,38846.824,35543.64
32937.72265625,32170.703,30044.215,28786.3,27901.121,27641.037,27516.787,27671.332,30028.697,31372.277,32897.4,34039.473,37546.78,40358.79,43109.863,44879.754,46276.06,45907.86,45139.19,42895.195,41962.535,39804.7,38134.855,34432.37,33050.926,31338.217,29360.28,28556.137,28569.832,27664.508,27268.621,27645.088,28554.62,31206.65,32262.83,35623.59,37641.76,41756.047,42024.25,44709.254,44982.0,45449.31,45397.742,44475.742,41517.457,39951.918,37634.22,34445.36
1069.703369140625,1035.6188,978.9352,975.4336,984.44385,975.2367,997.22107,996.29565,1128.4565,1177.1859,1221.3535,1246.1122,1387.2596,1415.39,1501.0403,1523.2626,1529.8313,1534.443,1477.4297,1399.0522,1334.2179,1282.1404,1214.5908,1114.4758,1069.5743,1005.1719,978.5349,970.32336,972.2814,961.5322,997.84454,1042.1285,1077.5447,1189.3994,1207.5103,1305.893,1338.1179,1449.512,1454.3225,1500.1012,1511.6044,1548.4576,1495.2588,1456.4161,1330.9596,1267.5709,1207.9506,1109.0748
6025.08837890625,5553.604,5150.028,4669.8267,4138.281,3942.6694,3599.9326,3596.3892,3450.8015,3443.6494,3473.9111,3619.9956,3840.1567,4355.492,4828.9673,5196.541,5842.6377,6198.9854,6589.244,6630.84,6727.4673,6688.007,6684.918,6179.0723,5911.643,5626.128,4879.672,4685.46,4177.0522,3766.711,3536.4023,3447.5894,3202.188,3456.24,3423.4805,3561.5317,3937.9778,4439.08,4581.51,5465.701,5826.2285,6055.375,6592.375,6602.0024,6767.9785,6615.3467,6374.851,6333.2964
21854.8984375,20622.676,19695.758,18563.812,17418.043,16953.404,16331.3125,16233.101,16116.887,16130.801,16353.692,16648.773,17325.234,18755.592,19921.947,20815.043,22246.068,23011.736,23762.27,23682.35,23863.547,23662.592,23550.828,22129.05,21525.47,20795.852,19024.055,18476.8,17512.586,16526.418,16092.34,15863.944,15372.553,16120.673,16102.413,16546.535,17617.45,18965.389,19251.398,21493.709,22177.158,22623.473,23878.156,23762.303,23935.562,23460.033,22855.107,22564.86
34815.03125,33385.645,31233.025,30034.123,28901.443,28270.855,27849.518,27733.756,28512.482,29509.756,30400.496,30902.977,33920.867,36702.406,38908.305,41043.215,42705.594,43306.266,43221.484,41775.01,41538.04,39970.875,38732.22,36199.203,34771.324,32914.6,30608.418,29743.111,29287.059,27949.688,27448.393,27396.523,27931.434,29523.453,29962.738,32198.549,34354.832,37277.195,38060.727,41525.824,41927.61,42660.824,43688.812,42798.406,41558.754,39830.676,38548.777,36431.812
350.5872802734375,343.25262,323.33755,313.63785,307.6062,307.43115,306.59692,310.45474,333.3198,349.0163,361.86664,367.57126,396.9975,418.9647,448.7881,469.9355,478.00385,476.76703,466.8171,438.8507,427.35168,412.28748,397.76956,363.22498,352.06375,333.69156,317.84796,312.47116,312.90634,305.51093,299.14597,304.97314,318.78992,340.69794,355.77246,380.97238,400.63272,439.46732,438.5482,463.83356,467.08942,471.65118,469.86105,459.11417,428.487,413.7937,397.8967,364.42172
2518.190673828125,2466.814,2338.8655,2266.5461,2175.9116,2206.944,2218.909,2280.2505,2482.7246,2633.5776,2744.7166,2870.3152,3067.6995,3250.9941,3425.4692,3503.4316,3527.3926,3490.582,3402.475,3213.697,3145.0972,3004.9453,2876.717,2599.0159,2508.9436,2442.9075,2289.6052,2248.8423,2227.554,2205.7627,2209.318,2315.996,2369.3484,2613.6536,2709.9197,2964.8948,3057.4612,3342.3918,3348.6792,3465.0386,3487.464,3493.1255,3422.3506,3362.7463,3116.349,3011.1392,2835.2769,2608.678
1538.373291015625,1481.5781,1408.717,1342.5464,1275.4829,1245.0039,1237.9459,1221.3761,1241.2845,1264.7567,1313.6852,1350.7621,1455.7811,1576.0453,1630.6019,1716.5154,1802.5975,1827.383,1836.8301,1786.2482,1791.8362,1729.2767,1691.428,1579.4583,1527.4592,1481.9117,1362.6082,1338.5255,1304.487,1227.717,1209.6782,1201.5591,1188.5476,1279.3822,1298.6522,1379.5095,1471.5559,1590.2089,1614.9915,1750.6969,1776.8755,1805.8048,1860.542,1820.3896,1781.2881,1717.8131,1670.3344,1607.3309
322.6651306152344,294.70584,274.83633,247.18451,223.70879,217.14551,208.799,202.92273,205.23047,203.59462,213.1095,217.2452,237.39882,267.2293,292.0253,312.24612,339.93222,353.74142,371.69818,366.8999,370.5473,363.966,359.95264,326.06134,315.96384,298.79935,256.04498,247.08289,226.81293,204.25977,199.44038,198.76994,191.6387,204.15402,206.32947,220.59445,241.71982,263.9815,274.25873,324.64105,335.53357,348.3272,370.35455,369.41278,370.69122,357.52203,342.02396,334.28455
197.82469177246094,167.62756,144.82379,116.42793,95.42181,94.59861,78.479164,72.88715,67.13408,69.54913,77.337036,78.1171,96.4718,119.06461,159.88545,187.75662,219.31367,230.3493,255.52179,250.89325,249.93933,250.09103,244.72876,206.20865,194.77089,167.00523,126.41082,120.3484,99.63689,67.49335,61.873505,64.21985,63.948982,66.603676,71.08041,79.01105,104.22154,114.604385,137.66988,196.98102,206.56558,222.72963,252.48102,252.81134,252.59012,242.60785,224.1894,213.88162
21302.423828125,20746.465,19416.984,18588.84,18099.012,17730.701,17729.574,17652.799,18831.758,19615.918,20449.861,21030.836,23309.066,25132.42,26663.402,27976.992,28771.918,28714.783,28435.309,27168.807,26705.033,25397.797,24378.586,22413.54,21486.455,20350.816,19088.33,18387.287,18436.682,17821.41,17583.883,17561.35,18214.441,19567.04,20115.523,22125.678,23502.408,25767.994,26073.34,27942.768,28043.537,28446.27,28601.7,28020.932,26602.049,25427.281,24186.18,22307.297
526298.0625,510734.72,478767.25,456382.28,441631.3,434797.34,433758.5,430475.06,455435.75,471625.7,491194.94,500983.5,546948.9,588654.4,625925.1,658320.9,682176.5,683707.4,679041.2,650637.4,641462.94,615959.7,593626.75,546478.44,526857.44,501947.25,467065.3,453621.22,452885.12,431290.78,424202.06,425713.66,437339.38,469688.12,480242.62,520163.94,552826.0,602813.0,612074.5,659521.6,666399.6,673889.94,681196.06,669592.25,639629.1,613110.5,587615.1,545857.06
5368.05859375,5129.975,4988.6553,4857.476,4742.1064,4627.8013,4592.477,4570.301,4622.0024,4646.831,4726.097,4751.847,4998.9155,5222.18,5402.939,5552.441,5705.749,5807.3335,5858.7803,5814.26,5822.8496,5714.554,5675.1167,5500.3037,5361.5835,5158.061,4921.1885,4807.5444,4719.754,4630.2207,4600.294,4567.7085,4575.567,4635.6904,4673.311,4824.95,5010.4526,5237.021,5249.862,5642.058,5676.874,5789.0166,5903.148,5866.8867,5843.369,5704.624,5631.7656,5489.975
1354.5230712890625,1214.3805,1120.9387,999.0316,874.2363,821.5815,766.1713,743.91003,732.3535,722.8387,750.4736,784.72974,848.16205,993.81946,1100.3811,1197.6013,1360.5454,1447.4812,1539.4048,1547.2269,1568.0098,1558.6367,1554.1648,1402.63,1329.8423,1250.6104,1053.0029,992.156,879.681,771.4211,724.48035,720.0094,654.87024,713.74915,722.8071,770.1842,871.5812,987.8378,1022.3127,1270.0587,1341.1764,1405.7386,1553.1471,1548.992,1579.1555,1527.0759,1467.2893,1425.7378
-30.9324951171875,42.85388,246.57904,686.20886,809.08136,1340.9866,1758.2816,2150.895,2490.9834,2575.6438,2619.6455,2507.9521,2207.3816,2094.6294,1606.4708,1340.8917,1018.3278,596.8386,326.06433,122.094604,9.128662,-16.627686,-93.57739,-89.05261,49.338135,173.93005,363.4323,630.4679,817.495,1182.0671,1863.9731,2115.0103,2411.8384,2459.3184,2607.5127,2611.4956,2291.8257,2032.4426,1727.6177,1206.2177,863.18225,748.6659,415.78064,176.41815,-76.47815,-181.16919,-150.21155,-97.28735
-27.3460693359375,8.73761,158.95343,478.10196,573.5835,978.1971,1287.4149,1596.3024,1844.6125,1922.3684,1956.5615,1882.596,1663.418,1583.1519,1215.2388,1022.98303,780.0037,468.7815,251.94397,99.21881,5.4439697,-5.043701,-73.086,-60.486816,25.56128,117.9953,239.54694,438.74606,574.6063,847.16113,1367.4513,1570.4225,1787.4448,1837.7786,1957.8965,1956.8589,1722.0574,1524.4211,1304.8938,912.23157,674.3563,564.6168,327.5728,139.27478,-54.883423,-140.82806,-97.03308,-71.65973
-51.3179931640625,-102.70691,43.839844,137.88367,389.3067,798.06213,1063.6445,1382.6982,1791.0974,2085.933,2258.3586,2356.8467,2392.162,2340.5034,2156.04,2041.3273,1687.2952,1395.2217,1086.4149,750.2717,478.67657,334.7547,190.72888,118.7312,-2.7365723,47.233643,-2.6016846,196.8299,313.97546,507.5752,977.73785,1401.5637,1651.3379,2064.5278,2334.5845,2424.1008,2387.504,2337.0137,2259.8015,1777.9437,1694.7958,1414.566,1066.2277,773.7709,494.912,274.86584,256.13672,90.51074
12.399169921875,-51.95056,154.23999,451.49768,727.9011,1359.9117,1769.2795,2171.3135,2679.4414,2908.57,3086.0183,3107.9875,2982.8818,2854.7603,2485.5103,2220.7246,1835.86,1399.542,1032.9819,727.65045,447.39563,333.53674,224.39185,142.70923,91.51318,164.43896,171.86731,423.1477,676.1231,1044.9711,1735.2726,2211.3765,2534.5935,2807.7085,3124.7832,3206.6912,3011.5376,2828.6782,2608.2764,1985.9991,1735.1061,1431.8452,1061.6698,733.2765,417.53516,216.01318,213.89941,88.333984
38.90228271484375,87.90411,249.68402,525.92456,796.07623,1092.6306,1391.431,1617.6536,1861.6832,1987.9639,2037.8364,1996.9822,1915.535,1844.778,1520.3455,1357.9688,1052.7104,803.4151,589.646,417.15582,233.63727,86.35071,125.19116,125.411194,88.309814,152.91382,350.48022,585.79156,773.03564,924.7889,1360.6235,1614.3363,1741.3644,1921.8533,2031.8853,2073.4468,1897.0681,1783.1427,1658.4648,1286.289,1001.18835,887.2083,628.5574,347.15698,199.69006,124.6098,72.48981,43.535767
22.39422607421875,101.855896,278.3794,508.8403,761.77155,969.75757,1262.5466,1442.2666,1668.5352,1761.8799,1831.969,1783.9073,1753.2202,1681.6503,1409.3606,1259.3383,1011.8701,774.3447,617.3488,409.0423,240.36566,78.41174,122.747925,109.19763,61.126526,136.63092,374.77545,564.6587,682.9479,819.7579,1177.7297,1406.3822,1471.6322,1769.9087,1797.2183,1870.8271,1747.6436,1664.3242,1528.7183,1173.8859,954.1634,837.1449,583.36304,338.12482,146.72052,128.7091,67.78357,18.305542
24.120254516601562,58.304947,93.29366,152.77292,169.93304,209.12572,260.82718,293.93817,321.99384,315.71805,307.85876,299.42493,270.51663,252.30847,194.02975,153.6964,134.52422,89.70134,58.845848,43.8226,8.725174,10.777344,4.4924774,26.748474,44.57263,57.228973,115.040985,160.5791,179.63316,192.78325,262.5111,293.5889,301.12277,332.89432,319.1176,324.64462,277.65363,230.2483,204.97037,146.8738,110.262344,115.07165,62.52191,34.942184,-5.254303,9.510468,5.657028,16.98407
8.968116760253906,20.939304,31.007984,51.383938,61.343014,73.77902,90.20355,102.01105,110.45119,110.548355,109.13017,105.218834,99.27104,92.87213,76.23807,64.86679,52.568905,38.6103,30.306944,18.485413,11.028999,8.132343,5.424591,12.243275,13.728897,19.906109,41.01313,54.227398,62.534916,65.61229,90.86762,100.8615,101.06659,113.46832,111.27943,112.86947,98.43809,90.48575,80.376205,62.91273,46.733833,41.481216,27.504303,16.52425,5.0694427,8.7496605,5.668274,8.105991
10.459304809570312,78.950836,130.6076,214.84695,268.81573,271.3761,362.7336,385.99255,428.8349,372.26642,371.12885,328.07416,309.3214,260.03464,197.6503,154.22173,110.25318,57.156067,51.504745,-4.3509064,-22.419052,-51.05223,-31.873749,-30.22136,35.66475,66.764786,174.19247,208.06258,245.12405,274.66852,372.7317,356.92868,352.2198,415.55334,361.3847,367.20734,337.45575,268.26434,221.92004,144.91977,90.1514,90.09728,22.518295,0.868927,-61.805954,-23.655655,-49.425705,-18.370758
-0.5920562744140625,51.07895,86.55502,149.04605,199.93164,210.42722,280.24637,311.32236,345.8555,321.7398,328.86533,306.8896,302.75485,270.65472,213.69922,184.54227,144.13626,98.14432,82.130424,32.404297,7.001999,-24.586548,-7.7358856,0.34674072,17.408264,39.06732,113.61849,153.95537,180.04626,199.99683,273.08514,284.79742,286.0849,353.25342,317.91608,342.175,310.60217,272.0067,241.33066,175.91925,127.6286,116.94691,57.616577,28.742065,-24.594452,5.3195496,-18.126938,-6.2990265
7.533294677734375,15.121475,12.694229,50.655075,66.7319,108.72023,144.83147,180.60532,221.63692,245.63618,243.77469,244.8786,223.97723,219.82333,165.68707,155.96326,133.70026,95.6277,50.836594,22.970718,-1.5792999,20.671524,-11.953842,12.789658,26.090668,11.877762,38.837135,57.09075,68.83023,108.82065,163.86644,193.71701,229.13214,232.00258,259.51013,268.2862,219.54346,195.69556,180.30966,147.3935,90.10897,132.94066,77.020226,67.424934,18.156113,20.057922,11.461929,3.735443
8.512176513671875,13.617126,20.204834,79.19672,115.819954,181.84357,248.33382,306.99655,373.15826,416.80194,423.05658,424.0414,404.75778,390.0618,320.07224,295.3338,247.78241,193.66904,122.30948,71.40248,26.16893,41.29306,3.8011627,27.010086,24.229797,13.189545,50.982147,95.481384,121.044754,170.28845,256.22116,315.87906,369.09814,396.2956,440.32184,452.09323,388.78918,370.3933,344.6646,275.65512,207.81517,232.22993,146.30519,105.75905,41.633087,32.793106,23.79657,15.473007
-5.888916015625,219.3039,359.0419,563.77826,767.6,693.6747,893.8898,878.3473,1035.5085,782.5123,798.9885,667.9492,696.87646,565.1915,365.72815,315.56424,234.34076,51.656494,138.28842,-9.274597,-88.202515,-211.58478,-93.47888,-103.67883,106.36243,119.003815,501.75427,549.2725,649.8375,686.6292,973.0714,820.3424,714.80164,929.41846,721.3567,778.80457,785.6494,602.31006,494.34686,307.85855,170.34534,179.94449,-10.2300415,-34.88916,-173.83612,-45.31122,-134.75055,-61.889587
35.326751708984375,44.952454,89.73259,135.62112,221.24548,300.29712,380.68137,437.768,524.6995,568.1913,600.20496,597.42346,610.2999,589.6856,529.1589,486.10968,410.7387,336.3445,281.80096,208.55383,145.13818,90.014465,91.66531,78.88248,44.002045,58.94397,101.68976,161.28008,201.77495,243.54648,346.42044,435.8412,464.74896,573.3047,596.83185,629.3005,606.1503,595.4497,562.726,447.047,400.17444,347.09735,263.01562,193.29451,124.281494,105.205505,84.33765,55.820618
-57.3779296875,-45.136536,54.89807,170.12592,299.261,553.362,739.43823,920.11383,1148.109,1273.8064,1363.531,1388.2954,1359.7466,1321.1018,1148.888,1052.2736,851.4292,645.30865,491.7963,309.22638,175.58508,103.27405,44.511353,20.81372,-20.42273,40.075195,59.71399,188.79892,258.44806,402.26166,688.3765,914.0192,1047.7104,1256.0887,1386.186,1441.8091,1363.866,1306.9656,1228.7981,940.95605,828.25616,673.6648,475.8123,294.60638,160.83566,64.93817,52.145874,-20.045166
39.845458984375,95.57269,248.05576,482.24353,594.17957,857.66675,1092.8708,1281.0804,1421.7681,1420.5409,1420.3513,1319.892,1137.4348,1054.2769,795.783,627.5637,481.9917,277.2207,136.6983,58.757263,-2.7818604,-33.09265,-19.237,-18.701294,84.61133,162.16324,296.04797,422.46307,591.7344,766.0488,1159.1246,1277.5869,1387.6355,1382.0294,1419.0518,1395.0447,1222.1431,1028.6034,850.64996,561.7875,406.42462,331.55685,189.3139,68.383484,-83.45184,-85.12537,-60.121033,2.8382568
24.5596923828125,133.3464,230.43681,356.09576,465.4743,500.62442,658.4364,709.5427,776.8342,710.589,712.11914,645.10815,589.0579,515.7635,400.389,321.56598,247.9702,155.2176,127.37625,50.649414,1.6030884,-69.02377,-5.059204,-2.9592896,69.36722,116.78061,270.78195,339.25,435.3398,475.96954,656.05914,661.1212,660.1733,751.4828,688.3865,704.3323,632.4615,515.6753,460.59967,307.08237,203.31783,195.97783,92.42404,37.44763,-61.41501,-7.843384,-43.377716,3.6582031
8.970458984375,108.36586,181.30658,290.14755,389.60278,383.83026,503.9761,533.93634,593.0687,524.58844,535.3272,481.45648,468.7793,399.92572,310.6285,258.89517,190.13318,119.69571,118.261734,36.707184,-0.9977722,-75.275116,-15.177277,-21.561981,47.626953,80.79756,232.53748,283.2166,345.16428,375.44406,505.09506,489.06647,471.83536,577.3291,499.0443,529.4532,495.8296,412.3996,362.85455,253.09839,165.26514,158.40015,62.623917,25.325745,-53.987976,0.5606079,-48.850586,-13.777435
35.39068603515625,-3.7225037,24.395111,43.535156,162.27234,299.48126,389.15018,513.7525,673.9917,825.8407,880.2381,919.14795,930.46606,915.9632,871.1539,842.94366,719.756,618.6402,458.47125,339.64465,234.78737,186.3949,90.88968,93.9704,47.13748,35.114777,23.40921,95.927185,132.82095,199.05615,366.31937,538.01294,641.9124,791.59607,926.19434,919.9054,905.5735,913.22723,909.9464,746.84094,710.996,625.91754,483.85257,370.39008,234.29338,155.59491,149.64154,88.43201
53.693572998046875,85.69617,141.65999,256.7001,342.71313,428.1859,514.35156,593.29736,636.3375,674.4673,692.4835,665.09216,654.92554,607.176,534.6043,467.58426,368.06387,279.09103,221.18555,154.2942,119.77484,44.141235,55.348053,60.348083,63.278595,71.1933,198.33372,298.86472,344.67392,391.3393,499.45074,574.9148,584.3573,670.33276,713.24304,707.5877,621.98975,632.2559,569.8511,471.78302,361.71652,308.0258,231.34253,123.09238,91.361725,59.112885,41.431305,49.584045
237.08734130859375,167.86243,172.8198,154.58453,267.5774,381.3045,453.54614,572.5326,773.60693,962.03894,1020.37415,1064.4277,1085.0369,1120.4296,1093.312,1080.9303,947.16284,863.3273,694.7676,587.7454,459.09528,401.4035,311.1014,285.6856,236.27994,184.49088,154.46387,195.06537,246.12976,315.12534,456.31012,634.8586,768.07904,893.27954,1014.55396,1063.3474,1060.0784,1108.8643,1114.256,983.7267,968.8228,909.0871,737.56354,638.0842,476.714,373.57422,349.4892,275.1342
156.1470947265625,132.20557,332.59497,605.5087,964.51154,1448.3125,1816.2119,2137.431,2399.0703,2644.6619,2697.1636,2682.89,2658.7656,2544.4207,2211.7915,1998.4921,1593.1895,1211.0264,880.8761,726.8064,519.9593,264.4242,171.63977,236.14075,139.0929,227.79639,455.9572,777.4255,964.93665,1255.4875,1765.1438,2095.919,2242.6064,2643.7583,2852.474,2842.8345,2602.6582,2584.8481,2351.9963,1883.9412,1561.4932,1383.8839,965.88513,581.322,349.59998,291.0304,235.25256,142.79321
81.98631286621094,92.93855,142.00427,203.86128,252.0621,297.79105,373.1644,396.83307,411.33386,392.50024,367.78513,346.0128,357.4296,303.61688,259.53595,216.48521,171.85211,114.39378,97.77968,99.11284,84.73007,22.054993,39.52014,53.897156,81.54472,94.87053,168.7787,222.79352,270.4674,304.49872,389.75125,375.62982,381.7448,434.80063,414.69186,415.10553,365.8319,322.94382,287.04395,229.04155,181.19147,181.44858,113.602554,74.2621,45.716095,61.149246,44.3367,63.716553
111.72271728515625,171.14862,349.87076,576.4677,737.2408,877.3281,1194.4606,1264.5781,1345.3965,1291.6497,1247.9233,1180.6313,1251.7195,1060.8176,911.51685,745.26276,575.6995,355.3303,308.5932,228.58594,173.04932,-18.67566,-2.1150513,54.708252,129.96259,206.7514,490.63538,670.1291,784.1673,923.9218,1199.4849,1175.7561,1193.8298,1476.7444,1384.935,1424.552,1251.3494,1148.8115,997.61584,783.6681,608.25494,585.4866,322.84918,126.87903,52.91693,68.056274,7.62677,52.233337
34.379913330078125,48.025818,92.03436,208.08682,289.63544,397.50378,501.29907,599.88525,672.9394,738.81995,769.3524,744.4546,711.6813,689.75415,577.8946,506.96756,410.41653,307.476,219.27301,137.10327,93.63092,47.843872,31.237976,54.052063,49.084747,58.75409,149.11111,248.44513,271.74744,354.7313,489.2288,560.92236,620.10846,703.31506,780.4746,779.9303,695.42175,685.63354,611.6173,486.85724,377.10638,332.76645,236.29466,146.80772,68.18851,24.880615,45.140594,33.395874
406.4758605957031,580.5957,703.348,912.32776,950.3906,992.2202,1070.6012,1051.479,994.6425,782.3802,697.9397,601.626,466.95737,293.96695,262.17368,188.72302,102.31094,73.00369,28.006409,63.827362,134.46301,32.35675,128.39948,216.87277,418.15573,515.6575,718.58905,852.80774,1023.26514,1023.90625,1186.2086,1039.0109,939.4774,889.8729,749.04913,639.1005,532.8564,368.7814,278.36862,164.93732,97.16235,60.009186,84.22836,83.03195,65.06186,90.65381,149.20013,284.14432
42.149803161621094,43.95375,68.14118,107.346504,140.134,184.59369,220.62157,254.75931,275.03546,278.09882,277.3872,264.5828,234.93207,225.44315,180.59914,149.54778,126.82798,92.15712,64.227325,56.24688,40.47931,28.055542,31.518982,38.006996,43.583786,49.8079,73.75509,106.34421,139.99213,162.89137,229.41808,250.77795,268.29535,262.89093,287.0997,276.97485,242.16843,214.79355,191.69127,146.66031,111.9107,97.08069,76.03978,57.31948,24.823235,27.780807,29.079216,40.463974
442.63409423828125,695.2893,837.722,1264.2003,1312.0073,1489.1948,1686.8756,1757.5411,1701.3333,1542.6619,1394.6553,1239.9846,1024.4979,775.4282,661.7047,483.85275,253.09467,174.7984,97.8515,18.808228,156.21942,51.363037,135.05115,169.06683,485.56458,688.1737,936.11707,1156.0354,1476.1312,1505.5796,1804.0278,1795.1051,1736.0552,1621.8904,1530.2406,1320.2092,1148.0238,833.37616,666.06635,499.32245,268.5923,157.54211,178.83594,72.34094,100.25665,38.541626,115.23468,288.24457
19.0238037109375,49.472107,121.36133,220.03989,296.83948,388.38962,507.27466,583.5565,628.67236,656.1195,648.8269,624.453,594.1486,550.7318,447.95056,385.75623,284.22336,204.67978,141.394,101.75864,35.826782,1.5029602,-4.7452087,23.366669,26.246094,53.50641,168.20378,266.9341,299.93372,370.7078,494.76166,557.5801,598.5906,668.3269,674.5786,683.23474,595.3564,554.53955,484.3844,381.0694,302.14722,250.00153,163.61841,57.69568,9.258545,8.999329,-3.377533,6.1035156e-05
172.48910522460938,133.97833,142.67297,142.38535,245.7089,359.78735,424.62512,516.7751,678.4143,797.3104,824.0393,863.8983,876.64856,883.7397,863.2998,799.14,770.1054,657.36914,525.03516,463.5818,371.4911,307.8132,222.04007,206.04437,154.3942,145.0823,126.13904,179.71463,245.58719,258.70395,410.7122,567.99475,630.4879,786.2147,849.6345,863.69727,842.6714,873.59717,887.51935,745.5378,748.0505,665.9326,552.19714,485.9756,332.34003,301.9046,249.1713,220.7887
9.8023681640625,16.6091,12.425476,25.419617,114.90564,183.47713,262.19147,351.4033,497.76602,617.2133,668.7526,703.5475,768.25024,744.1382,733.2891,717.8041,654.9773,548.01605,442.5713,302.87076,213.62155,157.32025,80.16489,54.895447,11.698517,4.556946,14.142395,73.19769,80.164215,107.19214,228.43161,359.9049,426.5872,640.94867,695.8048,735.42615,721.2827,776.36646,771.0151,653.43774,648.8578,570.6907,445.96304,344.94922,214.16876,155.28906,130.65628,76.205536
139.632080078125,139.0727,231.89368,315.00476,574.1972,723.9555,889.9053,1020.3366,1180.5948,1275.2422,1332.8663,1318.3766,1427.2173,1346.1311,1265.761,1129.7598,996.27856,809.73114,665.6429,534.9291,390.9295,211.55096,194.81262,208.32324,75.12384,126.73328,279.12305,490.16678,551.5924,595.3087,801.43787,976.7482,983.8104,1324.7007,1363.5632,1434.3164,1322.6278,1418.5508,1343.3225,1114.8772,1013.8889,838.6101,627.9936,453.90024,308.53976,324.87946,215.88055,186.94183
25.290664672851562,73.63514,106.665825,165.72446,187.76169,207.83426,250.24988,262.4388,282.85876,260.83795,258.04193,246.59555,210.97836,192.29117,139.88322,111.90047,87.34346,58.784195,57.81253,33.07573,13.7044525,-8.924545,14.694885,18.154114,39.862885,56.016296,120.29471,171.5597,192.53839,194.49532,240.7024,250.33458,252.10074,264.04565,250.38986,255.16364,218.61447,188.44444,163.96584,123.90608,77.84548,72.73469,42.269264,26.67987,1.4662628,7.9921722,1.6653137,27.302345
20.24974822998047,25.247314,50.470055,86.89204,111.61408,156.87125,193.24031,225.72714,248.95483,261.28284,261.8198,258.08276,246.27487,230.67331,195.69977,167.1362,139.58328,101.22679,72.692894,57.071465,35.35611,24.474785,15.094284,22.185883,20.688454,35.575783,65.02445,99.08499,116.18396,138.97446,190.97421,221.16103,235.12634,263.73123,277.11182,276.48077,240.6091,229.80606,204.68277,163.18544,130.14807,119.44269,80.99246,46.463966,23.537338,21.877045,15.851486,13.0950775
103.2635498046875,238.12085,561.36896,889.83295,1348.0826,1752.1353,2209.377,2509.4082,2743.4062,2958.476,2982.729,2956.2915,2860.3901,2732.3257,2315.5723,2006.3849,1672.2965,1294.772,967.898,699.436,334.91235,176.52222,104.09497,244.50269,58.21106,251.08618,701.02783,1234.5723,1391.17,1477.994,1976.0602,2393.9417,2523.7947,3009.1184,3097.7837,3164.1313,2773.2898,2685.788,2492.2097,1969.7776,1617.5309,1348.4547,907.02216,507.1106,176.92163,225.34924,132.64148,54.4458
37.59757995605469,107.5842,155.59009,245.70648,305.38263,368.49066,443.86084,491.22968,535.32117,528.40295,517.2789,500.74835,427.88605,422.64832,302.56274,255.06284,215.20715,156.59601,117.293,72.80211,21.326355,9.844269,31.444458,63.022766,71.191925,83.614624,180.71417,267.29834,311.1292,316.7532,435.36176,473.0152,496.1988,504.65894,515.3144,524.03,433.34796,379.46445,351.79578,263.52808,172.048,166.04306,104.01947,83.416595,16.651031,25.82132,27.566742,57.759186
16.19573974609375,1.1853485,15.555817,29.2585,82.16368,140.47046,181.19357,233.6442,296.83887,361.2777,388.0029,395.1305,410.01508,390.25342,381.48172,368.87903,323.64078,274.817,207.6531,152.3405,98.957924,81.74597,36.303513,40.481674,20.46637,11.508194,11.336609,49.934082,64.06738,92.57547,163.58995,237.58969,284.48218,369.74548,408.40698,406.25928,399.23694,400.4972,394.7667,325.8663,312.8503,284.6235,223.40784,160.156,97.91987,70.0871,69.145615,42.96924
131.78369140625,162.5232,665.7407,1072.8146,1777.4087,2725.0688,3281.5012,3881.6133,4385.0176,4794.211,4910.3457,4950.0894,4772.4883,4540.137,3895.031,3454.25,2837.1313,2184.8022,1625.8351,1276.6873,777.4562,373.6023,284.91553,233.1814,54.503662,282.31885,734.10925,1401.1521,1810.3531,2078.0693,3065.8733,3878.2336,4125.799,4767.7046,5116.118,5082.198,4680.502,4577.442,4180.0303,3291.8115,2834.5593,2258.0266,1678.8611,953.5292,539.11487,446.062,253.46826,121.116455
63.87065124511719,77.867325,116.2905,170.10156,201.34805,275.9303,327.36133,369.8103,383.52213,376.7801,344.7876,347.3028,306.3059,276.7526,219.85107,173.15274,158.64383,109.02733,61.625275,77.23306,34.269684,34.287827,16.313187,58.178055,60.673935,95.45036,130.5145,185.90544,234.74792,255.70232,342.16388,370.38342,389.96277,403.96826,401.17807,399.93387,327.55225,261.62207,231.7423,175.86241,141.20877,134.63702,84.657,65.16591,17.820618,48.753494,37.89769,43.991287
