V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
5919.4140625,5925.2363,5925.85,5933.079,5925.772,5930.0093,5936.562,5920.751,5918.1226,5929.428,5934.394,5928.8057,5940.6245,5928.602
5914.51708984375,5917.985,5915.944,5928.961,5922.5615,5923.805,5930.117,5920.7124,5915.925,5924.5015,5930.5293,5928.5137,5933.8213,5927.1567
5716.43310546875,5719.145,5713.991,5738.724,5726.2837,5724.422,5731.0225,5736.598,5727.4946,5721.959,5734.573,5744.93,5725.114,5734.046
6591.43310546875,6608.9727,6608.08,6613.2993,6614.446,6606.777,6613.2173,6617.956,6627.2437,6630.361,6610.6826,6629.9663,6606.3105,6619.137
6461.8876953125,6476.641,6479.418,6480.2935,6482.3687,6475.575,6481.5063,6486.106,6496.998,6495.5513,6477.9146,6495.377,6472.7666,6488.488
6497.38232421875,6511.994,6515.193,6519.8257,6515.2876,6510.7896,6513.739,6518.318,6531.494,6527.1514,6513.724,6531.111,6510.545,6523.3564
6256.0673828125,6275.9194,6269.4805,6267.067,6270.0684,6266.8477,6260.4316,6255.07,6279.228,6274.5874,6267.3213,6274.3564,6270.3643,6259.97
6256.0673828125,6275.9194,6269.4805,6267.067,6270.0684,6266.8477,6260.4316,6255.07,6279.228,6274.5874,6267.3213,6274.3564,6270.3643,6259.97
6228.67138671875,6249.244,6242.346,6241.663,6243.3247,6240.74,6233.6807,6230.2925,6254.555,6247.9834,6242.5464,6250.162,6243.8257,6234.4185
6228.67138671875,6249.244,6242.346,6241.663,6243.3247,6240.74,6233.6807,6230.2925,6254.555,6247.9834,6242.5464,6250.162,6243.8257,6234.4185
6886.3759765625,6886.0396,6897.7314,6891.0093,6893.293,6889.2856,6876.526,6887.6875,6887.098,6906.9243,6896.295,6893.0034,6905.108,6896.6484
6886.3759765625,6886.0396,6897.7314,6891.0093,6893.293,6889.2856,6876.526,6887.6875,6887.098,6906.9243,6896.295,6893.0034,6905.108,6896.6484
6885.05908203125,6883.362,6896.0293,6890.227,6892.751,6888.36,6874.792,6886.57,6886.0674,6905.4277,6893.53,6890.942,6902.8125,6894.5186
6885.05908203125,6883.362,6896.0293,6890.227,6892.751,6888.36,6874.792,6886.57,6886.0674,6905.4277,6893.53,6890.942,6902.8125,6894.5186
6878.7080078125,6893.2705,6882.552,6892.894,6868.604,6894.981,6893.485,6899.5483,6880.736,6893.6724,6877.126,6888.947,6873.985,6891.659
6883.3173828125,6893.6807,6882.2666,6891.4673,6876.319,6891.552,6893.07,6893.022,6879.547,6889.8936,6886.2827,6887.0093,6879.64,6890.3765
6759.39892578125,6770.7993,6760.832,6769.829,6757.9434,6765.987,6769.535,6769.947,6753.2954,6767.5073,6766.414,6768.0806,6754.846,6769.6816
6829.1103515625,6840.427,6833.669,6835.118,6825.6606,6836.1,6838.8096,6839.3384,6828.2075,6840.554,6835.3374,6835.3745,6825.0977,6839.7207
8191.865234375,8195.954,8191.348,8194.777,8192.654,8196.292,8198.741,8198.954,8198.866,8190.21,8212.856,8203.156,8200.934,8197.655
8148.76953125,8154.2783,8146.2905,8155.4385,8153.895,8153.3354,8156.7334,8156.1587,8157.129,8150.4575,8172.397,8164.4736,8156.6523,8157.8438
8168.126953125,8170.2373,8167.791,8171.1953,8168.0137,8172.202,8175.9946,8175.6,8174.94,8165.7363,8188.862,8180.6074,8177.1387,8173.2705
7827.58935546875,7829.633,7828.962,7836.757,7832.7397,7831.5933,7838.8013,7836.5044,7839.761,7833.4937,7846.0894,7847.1777,7835.6924,7840.4106
7835.3740234375,7837.5786,7836.4023,7845.2905,7839.8457,7839.5347,7843.92,7843.6987,7844.1396,7839.3545,7852.091,7852.681,7841.426,7845.3784
7797.0244140625,7800.3105,7799.1753,7806.2554,7802.191,7801.4487,7807.434,7806.618,7808.21,7803.2153,7815.4355,7816.8906,7805.0605,7809.652
7810.59619140625,7815.142,7812.2773,7821.2607,7815.5107,7816.487,7818.8276,7819.79,7819.132,7815.4814,7827.198,7827.226,7816.4893,7821.298
7646.88525390625,7652.8564,7650.2314,7663.865,7655.8193,7652.0347,7661.171,7663.274,7666.2324,7661.107,7679.0234,7681.6494,7660.4624,7669.1064
7689.7265625,7697.5483,7693.0635,7709.2075,7700.6567,7696.125,7704.042,7707.088,7709.156,7706.2466,7722.6216,7725.489,7703.5806,7714.321
7621.18212890625,7627.3726,7624.0547,7638.9253,7629.491,7626.7305,7634.6284,7637.7646,7639.999,7635.9404,7652.4585,7655.035,7634.226,7643.249
7688.13623046875,7698.46,7692.603,7708.03,7700.337,7695.5273,7705.6816,7707.8164,7710.1094,7706.645,7722.343,7727.21,7703.8047,7715.5347
6927.8564453125,6936.5767,6945.8813,6949.787,6941.013,6935.8525,6937.8613,6934.491,6932.669,6943.435,6951.472,6964.978,6940.6514,6942.167
6940.4384765625,6947.55,6956.3057,6963.2197,6955.888,6949.1646,6953.906,6947.293,6944.585,6956.632,6968.1255,6979.537,6953.1167,6960.4077
6868.77490234375,6876.5693,6885.727,6889.596,6882.7803,6876.6396,6879.9565,6875.919,6874.9507,6885.9585,6898.078,6905.1226,6879.4146,6887.314
6877.6845703125,6881.534,6889.3604,6899.1597,6889.86,6884.3887,6887.5996,6887.874,6884.558,6891.6206,6907.33,6914.2363,6883.0947,6899.23
7297.3876953125,7295.747,7298.286,7307.4478,7298.6494,7297.856,7307.0864,7306.735,7312.2827,7306.962,7309.551,7315.2583,7304.881,7309.0293
7301.24072265625,7299.951,7301.791,7309.8345,7302.582,7303.8423,7307.218,7308.0605,7311.133,7308.412,7308.356,7312.858,7306.3164,7309.785
7250.7666015625,7250.6494,7250.016,7259.8237,7252.5405,7252.583,7257.182,7258.138,7261.641,7259.25,7260.3384,7264.2646,7256.044,7260.3447
7257.689453125,7259.8057,7258.309,7267.183,7262.106,7260.9043,7262.5513,7264.097,7267.7476,7265.749,7263.9346,7268.97,7262.4653,7267.699
6053.9326171875,6063.9517,6064.7837,6068.4946,6057.108,6056.2188,6059.6836,6047.7373,6068.1123,6071.12,6068.179,6073.5103,6063.3975,6061.9556
6008.5576171875,6023.322,6022.643,6025.191,6017.7734,6013.8296,6016.5317,6009.952,6020.03,6027.1514,6029.957,6027.8726,6028.116,6009.5947
6015.591796875,6027.8306,6026.926,6032.813,6023.1025,6019.6553,6025.3594,6013.2334,6028.9,6034.2437,6036.456,6035.1597,6029.303,6023.5103
7182.77001953125,7190.8696,7190.2593,7187.3506,7186.944,7186.9756,7188.593,7187.3677,7195.5747,7192.7085,7188.2266,7191.4297,7187.4097,7191.2393
7214.02685546875,7221.6113,7221.2607,7218.563,7218.467,7217.8506,7221.5737,7220.196,7229.359,7223.0073,7220.6753,7224.2593,7218.0815,7222.532
7158.318359375,7164.8203,7163.3745,7160.508,7159.6035,7161.6475,7162.429,7160.903,7168.455,7165.1265,7163.4146,7164.539,7160.419,7163.78
7172.84033203125,7176.612,7178.3,7174.6597,7174.378,7176.293,7177.274,7176.9814,7184.937,7176.3726,7176.5566,7178.9917,7173.882,7178.4116
8364.0498046875,8353.183,8358.456,8372.634,8362.884,8365.79,8358.629,8360.853,8368.728,8370.644,8365.757,8379.639,8360.621,8370.768
7459.3134765625,7444.5654,7452.952,7472.4487,7457.683,7460.4023,7451.1074,7451.6924,7466.412,7471.538,7459.8945,7482.7744,7455.2104,7468.8936
7521.09814453125,7510.7134,7521.5405,7537.085,7522.0415,7523.822,7516.788,7510.7446,7523.7393,7536.1636,7523.312,7546.0605,7523.151,7530.3237
7449.1201171875,7436.3076,7446.442,7465.3647,7451.7437,7451.321,7444.339,7441.1045,7453.4536,7461.3945,7451.2256,7474.7505,7449.2534,7460.5747
7503.17529296875,7494.7793,7507.017,7519.8135,7508.368,7505.6045,7500.2764,7493.402,7506.5854,7517.6963,7506.6963,7527.193,7509.4995,7512.6714
7821.6904296875,7843.953,7836.583,7839.813,7840.6343,7830.575,7843.799,7844.279,7855.3813,7852.942,7851.616,7862.8335,7839.544,7855.837
7846.3818359375,7862.8813,7858.959,7863.4756,7858.3184,7853.7656,7867.133,7864.5854,7877.7515,7869.822,7874.306,7881.5186,7863.4175,7874.6387
7750.1162109375,7765.844,7761.1484,7766.855,7762.175,7758.0083,7768.8794,7767.785,7778.2075,7772.791,7777.08,7783.288,7766.8975,7777.6025
7790.32373046875,7804.409,7801.4155,7805.8794,7799.9634,7799.4,7810.2026,7807.7627,7819.4253,7810.8066,7816.0146,7821.8984,7807.5767,7816.1797
7134.54931640625,7137.837,7133.95,7150.357,7135.1504,7135.423,7135.117,7142.126,7152.499,7139.499,7155.3794,7157.727,7129.7876,7147.124
7337.4189453125,7338.562,7339.9907,7344.9365,7356.8276,7334.6953,7347.5044,7335.966,7343.4243,7346.9443,7363.593,7343.7236,7352.1357,7344.157
6747.47314453125,6745.289,6743.2085,6751.8965,6754.867,6760.16,6745.742,6760.67,6734.499,6740.47,6766.2515,6752.268,6742.5366,6750.5474
6666.353515625,6671.292,6665.1157,6669.9277,6673.075,6681.234,6665.9736,6678.32,6656.3574,6655.847,6685.5854,6668.244,6665.921,6669.803
6704.80322265625,6707.6807,6703.818,6706.8296,6710.517,6718.499,6702.34,6714.4854,6697.1904,6697.58,6724.225,6706.5776,6703.9478,6707.7646
6494.0625,6482.6445,6493.9795,6512.381,6490.0566,6495.071,6498.6978,6498.8496,6505.306,6498.475,6522.7495,6519.873,6501.6143,6505.2886
6542.18896484375,6528.0693,6542.352,6559.7163,6541.67,6544.3335,6546.0615,6545.08,6544.071,6544.2026,6564.671,6563.0903,6550.449,6549.148
6421.935546875,6409.4473,6423.2607,6440.937,6420.848,6422.044,6426.126,6424.7817,6428.444,6428.7725,6446.9575,6446.14,6429.1216,6433.4546
6506.3759765625,6492.8384,6504.5967,6527.0723,6507.4946,6507.464,6511.5264,6509.6436,6507.3345,6509.6147,6531.449,6528.6807,6513.9243,6514.1494
8023.84765625,8012.6523,8022.128,8030.602,8026.7295,8023.3027,8034.1606,8017.6533,8027.9243,8031.483,8026.187,8033.702,8036.8066,8038.7544
7073.80859375,7077.9517,7075.794,7081.514,7079.172,7077.837,7081.2363,7080.5293,7069.3994,7080.8076,7085.7866,7076.851,7081.3843,7080.173
7435.9609375,7437.625,7447.263,7448.206,7440.1025,7450.5386,7440.237,7442.3594,7449.758,7447.3867,7442.4355,7445.9033,7438.0527,7445.1074
3135.624755859375,3137.3171,3130.5237,3148.7244,3139.6978,3141.5776,3147.0007,3145.4744,3149.8103,3145.0176,3167.019,3161.7612,3143.2544,3145.8025
3085.82373046875,3086.761,3082.8193,3098.4849,3087.2905,3092.2258,3096.8188,3097.1675,3099.5664,3093.027,3114.7075,3110.1387,3094.2258,3095.5854
8342.1826171875,8348.598,8347.804,8342.443,8341.201,8342.033,8333.254,8344.637,8349.997,8352.949,8337.861,8346.028,8341.611,8345.605
8283.12109375,8290.315,8288.942,8283.594,8281.109,8282.901,8274.754,8284.885,8292.077,8293.528,8275.654,8285.298,8282.528,8287.745
8302.2158203125,8310.642,8310.605,8302.311,8301.029,8303.071,8292.465,8303.002,8310.524,8313.696,8297.981,8305.967,8301.846,8303.376
7570.9677734375,7570.2373,7567.4087,7561.3994,7561.881,7550.572,7545.393,7560.152,7580.413,7587.993,7553.6333,7565.6123,7565.307,7559.276
7618.28515625,7622.4326,7621.198,7610.6494,7610.919,7604.904,7592.99,7610.898,7626.293,7635.4473,7607.004,7616.5674,7615.1094,7607.4546
7526.990234375,7528.949,7529.219,7520.295,7519.94,7514.235,7504.822,7521.486,7532.137,7541.386,7510.1714,7522.548,7525.5327,7518.478
7567.5244140625,7573.267,7574.0566,7560.4985,7560.0757,7558.382,7544.651,7559.8867,7573.8755,7583.8584,7556.803,7565.554,7564.8794,7556.0103
7019.48291015625,7028.45,7023.0986,7017.581,7016.8306,7022.872,7027.635,7020.5166,7026.3496,7025.2324,7017.691,7023.369,7003.394,7019.507
6962.607421875,6969.485,6967.665,6963.131,6958.534,6965.76,6971.6875,6964.134,6966.1226,6964.7534,6961.6265,6967.6655,6949.118,6964.3794
6990.08984375,6995.8105,6992.9404,6985.236,6984.7954,6993.1094,6997.644,6989.112,6993.168,6992.2915,6984.188,6990.2573,6974.543,6988.3423
1323.37890625,1327.1862,1325.7916,1329.1908,1327.3832,1326.1935,1330.6917,1330.4252,1331.845,1331.0221,1334.2878,1336.6254,1329.1658,1332.4119
1076.4615478515625,1077.3864,1077.0685,1078.1774,1077.3075,1077.942,1078.0405,1078.1166,1078.302,1078.5916,1075.808,1078.1948,1076.4603,1077.7269
1078.7767333984375,1078.8185,1079.065,1079.2522,1078.7056,1079.1914,1079.446,1079.5391,1079.5243,1079.5447,1078.2152,1079.2645,1078.5184,1078.8022
1070.2152099609375,1070.894,1070.817,1071.5696,1070.5906,1071.5598,1072.0823,1072.3441,1072.6478,1071.9543,1069.9904,1072.3513,1070.6034,1071.6202
1075.607666015625,1075.674,1075.8268,1076.5082,1075.5854,1076.4299,1077.4288,1077.8373,1076.8618,1076.3479,1075.6232,1077.3452,1075.6272,1076.4065
9831.6201171875,9839.719,9841.863,9849.557,9862.793,9838.55,9836.963,9848.003,9846.6045,9845.028,9849.402,9858.734,9846.28,9855.647
6491.46875,6510.383,6499.0845,6507.98,6500.6343,6492.657,6493.607,6491.5127,6506.668,6500.2876,6506.833,6517.689,6506.0024,6491.129
6399.74853515625,6417.751,6408.1313,6415.6343,6413.635,6402.8315,6403.013,6405.985,6413.0234,6411.384,6416.7847,6425.923,6417.737,6401.578
6390.23876953125,6407.8623,6402.0327,6410.226,6400.0894,6394.986,6389.2334,6394.62,6409.6196,6402.5835,6407.3936,6422.8013,6403.301,6394.036
6573.80322265625,6575.849,6575.405,6576.9556,6573.4414,6576.73,6576.3613,6577.711,6576.0024,6577.1636,6575.428,6578.9497,6577.7993,6585.2534
6528.40625,6527.5107,6529.3467,6532.2266,6527.486,6529.265,6530.72,6530.377,6526.353,6528.06,6528.4443,6532.4634,6533.3394,6534.8335
6547.04052734375,6546.6846,6548.6084,6550.827,6543.3555,6547.7275,6548.7817,6550.4404,6546.6943,6548.51,6546.1763,6551.532,6548.683,6553.4165
6765.4453125,6777.312,6771.6353,6774.01,6774.393,6769.6157,6773.399,6770.3403,6776.669,6775.8027,6779.7363,6777.9097,6775.028,6775.2754
9321.9765625,9329.613,9325.959,9336.05,9328.856,9334.945,9326.854,9330.791,9332.559,9328.227,9340.529,9335.839,9330.406,9337.231
9276.908203125,9287.855,9283.073,9290.06,9282.948,9287.986,9283.62,9286.853,9291.481,9289.252,9299.341,9294.566,9288.51,9294.926
9309.029296875,9317.035,9313.603,9320.539,9313.569,9322.544,9316.023,9318.692,9321.322,9317.106,9328.394,9322.856,9317.475,9323.983
1105.85888671875,1106.8828,1106.652,1106.2546,1105.928,1106.8586,1107.0712,1108.1263,1108.6023,1107.5453,1106.3008,1107.7451,1106.2075,1107.6636
4614.2109375,4617.089,4615.266,4619.473,4617.8936,4618.159,4621.1655,4616.756,4619.589,4616.029,4619.3887,4618.7764,4623.475,4620.2866
1672.8653564453125,1675.482,1676.038,1676.9598,1679.9349,1676.325,1675.6008,1676.5377,1677.0942,1678.2931,1676.7356,1679.0244,1676.7297,1676.563
1220.6695556640625,1219.5991,1222.0665,1221.61,1223.445,1221.4183,1219.4574,1219.6104,1224.1534,1225.638,1219.4724,1219.8011,1223.5305,1218.9911
4465.736328125,4479.4756,4473.148,4483.615,4477.104,4475.18,4470.055,4466.993,4487.3154,4483.847,4483.6494,4492.7485,4473.5913,4481.8706
1551.3934326171875,1552.0134,1551.8542,1553.5004,1553.1718,1552.7731,1553.2772,1554.6462,1551.9285,1554.0839,1552.5101,1553.3037,1551.4576,1554.1108
1591.6365966796875,1592.1562,1592.0988,1594.0558,1593.8115,1593.1476,1593.8481,1595.5359,1592.3787,1594.7139,1592.9178,1593.7467,1591.7476,1594.7655
1122.09814453125,1123.4946,1123.8186,1125.6763,1124.5028,1123.7283,1124.078,1125.0903,1122.3978,1125.0206,1123.0487,1123.6587,1124.1869,1124.196
4479.4794921875,4484.876,4483.6357,4484.401,4481.382,4485.8926,4484.6816,4485.3096,4481.1855,4485.6787,4481.4946,4484.9316,4481.6875,4485.251
1562.502685546875,1563.9972,1563.9493,1562.4612,1561.4711,1562.4965,1562.9319,1563.1228,1564.3342,1563.697,1562.719,1562.7792,1562.3568,1563.5021
1598.6788330078125,1600.3721,1600.2798,1598.5571,1597.4131,1598.6495,1599.072,1599.3882,1600.8282,1600.2351,1598.7073,1598.841,1598.4265,1599.6285
1103.1728515625,1104.0309,1103.1796,1104.7417,1104.4698,1103.6366,1105.2544,1105.1302,1105.6187,1104.7281,1106.9778,1107.3314,1104.698,1105.2446
1571.7821044921875,1574.2479,1573.8353,1573.6609,1574.0201,1574.7584,1575.4962,1576.4999,1575.7017,1576.4257,1574.3574,1575.6737,1573.5787,1577.9646
1603.748046875,1606.4286,1605.9038,1605.889,1606.1099,1607.0139,1607.863,1609.0181,1608.3032,1609.0079,1606.6173,1607.9542,1605.9479,1610.5704
4295.7236328125,4299.3994,4295.677,4299.91,4299.6875,4295.2603,4296.007,4298.619,4297.143,4295.9746,4301.137,4295.8735,4299.591,4295.9854
1641.500732421875,1642.5552,1642.7125,1641.6205,1641.3779,1643.7728,1643.451,1642.8983,1642.8156,1642.7604,1642.345,1643.4573,1643.3857,1646.0444
1689.816162109375,1691.7433,1691.7731,1689.2925,1689.7247,1692.9865,1692.0376,1691.8524,1691.8475,1692.1061,1690.7882,1691.9698,1692.7035,1695.4628
1145.5360107421875,1146.5815,1145.8079,1147.3501,1146.3632,1147.5472,1146.3164,1147.13,1145.6946,1145.9099,1148.5645,1147.2007,1146.5325,1146.4696
4660.70556640625,4659.1064,4660.2393,4668.8877,4664.3115,4660.636,4666.4927,4660.3345,4658.733,4663.5615,4663.9062,4670.346,4667.3755,4669.4688
1648.405517578125,1648.7932,1649.1013,1648.3917,1648.6868,1648.9117,1649.2618,1648.7661,1649.4586,1649.036,1649.4742,1648.8893,1650.217,1650.0209
1729.622802734375,1729.9242,1730.3763,1729.5911,1729.8286,1730.1188,1730.5305,1730.0042,1730.5557,1730.2255,1730.7982,1730.1948,1731.5281,1731.4747
1074.6058349609375,1075.0238,1075.384,1075.7653,1074.6812,1075.3591,1074.8126,1075.0492,1074.3717,1074.7898,1075.5283,1075.9513,1074.5255,1075.4001
4905.0673828125,4905.7754,4905.4824,4902.3916,4908.104,4904.1426,4907.821,4904.76,4910.9634,4911.331,4911.276,4906.901,4913.3174,4909.082
1259.9200439453125,1261.8097,1259.5942,1260.3076,1261.3489,1261.1522,1260.7855,1260.7827,1260.7845,1261.296,1262.0125,1261.4445,1260.2863,1261.3435
4929.9384765625,4935.894,4940.187,4943.363,4935.7456,4935.041,4932.318,4933.981,4946.46,4941.466,4940.676,4949.132,4929.486,4942.137
4827.76123046875,4832.985,4829.5503,4840.3965,4840.6797,4834.542,4843.6655,4839.6763,4845.0815,4842.6274,4821.1396,4839.4326,4835.3794,4833.01
5162.396484375,5166.6157,5169.216,5175.536,5170.7065,5163.788,5177.276,5177.7163,5182.833,5180.116,5182.9697,5189.9043,5173.62,5179.5166
8965.6962890625,8976.748,8971.0205,8975.727,8963.209,8964.513,8975.251,8962.107,8961.468,8967.066,8976.535,8970.503,8971.379,8962.634
6303.541015625,6309.531,6311.3594,6314.4473,6324.384,6310.4385,6314.033,6296.9717,6311.0503,6328.316,6321.1685,6321.2476,6320.3696,6312.8247
8244.8720703125,8244.934,8230.12,8223.106,8262.404,8245.466,8199.077,8312.497,8258.68,8238.8,8273.765,8228.301,8216.667,8238.782
11126.478515625,11174.501,11187.307,11106.335,11144.764,11191.742,11157.303,11160.85,11180.373,11223.61,11158.246,11148.051,11219.814,11181.737
499.3838806152344,500.4981,500.0669,501.09125,500.65356,500.06714,501.26083,501.34088,501.86743,501.7586,502.13574,503.10498,500.92267,501.90295
487.7904968261719,488.8786,488.45758,489.45804,489.03033,488.4577,489.62387,489.70197,490.21646,490.10968,490.47815,491.42493,489.29343,490.25076
5153.09228515625,5149.389,5147.082,5152.677,5155.7144,5156.2227,5142.7734,5167.0493,5161.39,5148.019,5158.985,5159.6753,5140.9214,5157.4053
1058.7294921875,1062.7432,1060.4734,1063.7184,1063.2319,1060.9961,1063.2986,1063.8724,1065.2635,1065.451,1066.8206,1068.7559,1063.1785,1066.6029
2590.83935546875,2592.4739,2590.8438,2594.4478,2593.0737,2596.05,2590.9265,2593.5361,2589.757,2588.6462,2597.2783,2592.429,2592.103,2593.3887
1670.533447265625,1671.6155,1671.1719,1673.2407,1672.2595,1671.3674,1672.5538,1672.7672,1673.4747,1673.0146,1674.5509,1675.3417,1672.2189,1673.9635
3458.083251953125,3457.3728,3458.6072,3461.1648,3458.2686,3459.3865,3459.6084,3459.7395,3460.354,3460.442,3463.3342,3462.0586,3459.4302,3460.1848
1065.344482421875,1064.7344,1065.293,1073.607,1066.0273,1065.3191,1067.6093,1066.9724,1069.1587,1066.9309,1070.0558,1076.0569,1063.521,1070.376
3034.384521484375,3035.6204,3038.0095,3040.4324,3036.2456,3038.1802,3041.9692,3043.4106,3041.5137,3040.679,3034.6821,3043.665,3034.4275,3042.476
11236.193359375,11241.131,11246.669,11236.61,11236.811,11238.204,11237.272,11245.053,11245.571,11252.298,11237.033,11239.544,11238.921,11242.628
9711.107421875,9722.655,9725.398,9704.481,9707.332,9707.535,9705.51,9715.088,9727.146,9736.097,9706.049,9704.597,9719.947,9704.74
11058.1943359375,11070.792,11074.426,11050.97,11054.269,11054.577,11052.478,11063.127,11076.156,11086.339,11052.6045,11051.064,11067.766,11052.954
13825.3701171875,13821.245,13825.004,13837.381,13848.723,13838.286,13835.3955,13835.613,13848.971,13850.035,13806.905,13836.294,13832.348,13839.978
9309.8408203125,9313.933,9318.5205,9310.187,9310.351,9311.506,9310.73,9317.181,9317.613,9323.186,9310.534,9312.615,9312.103,9315.174
8047.3837890625,8056.955,8059.233,8041.8906,8044.2554,8044.428,8042.746,8050.6846,8060.677,8068.0977,8043.1978,8041.9873,8054.7144,8042.107
11915.5771484375,11910.055,11919.4,11930.445,11916.865,11905.198,11906.997,11899.377,11932.76,11941.013,11914.046,11940.642,11910.349,11915.288
5646.88134765625,5652.2744,5655.223,5643.071,5648.3203,5641.2676,5639.1504,5646.2295,5659.994,5668.516,5639.2734,5644.018,5662.407,5654.3564
9205.248046875,9202.289,9206.966,9204.33,9206.408,9203.843,9207.694,9204.69,9202.203,9206.963,9210.053,9206.956,9208.768,9207.2
11125.865234375,11130.235,11134.853,11143.626,11125.368,11141.549,11153.366,11153.569,11151.206,11160.778,11139.699,11150.697,11134.201,11147.431
10258.431640625,10276.643,10266.903,10269.513,10255.721,10255.292,10274.005,10245.081,10252.887,10268.275,10300.605,10257.204,10277.483,10257.469
11710.251953125,11705.354,11711.546,11709.665,11712.917,11714.053,11713.973,11713.571,11700.475,11705.797,11721.799,11716.122,11716.359,11715.581
9506.9443359375,9502.887,9508.066,9506.441,9508.751,9509.834,9509.948,9509.509,9499.156,9503.439,9516.189,9511.742,9511.711,9511.207
8105.66943359375,8109.887,8104.806,8104.935,8111.7163,8103.54,8110.77,8106.0117,8106.114,8105.692,8109.09,8104.1226,8111.464,8103.862
5768.2431640625,5769.926,5771.0967,5779.8135,5774.2686,5770.27,5778.745,5778.844,5781.987,5779.717,5784.879,5789.6724,5777.246,5781.336
8706.3115234375,8716.43,8719.192,8700.439,8703.09,8703.373,8701.596,8710.069,8720.586,8728.656,8701.853,8700.553,8714.065,8701.75
6437.90576171875,6401.7363,6420.498,6467.42,6460.5615,6434.9526,6411.379,6452.0425,6474.135,6446.5938,6459.5757,6493.98,6414.15,6452.831
10092.5283203125,10091.623,10096.394,10093.222,10093.358,10094.107,10093.872,10090.987,10085.751,10094.742,10096.798,10092.374,10093.293,10087.24
9023.0615234375,9035.36,9030.152,9036.576,9037.718,9035.956,9035.811,9041.328,9042.025,9044.755,9045.304,9050.809,9039.04,9043.833
11903.880859375,11936.438,11930.314,11933.16,11926.006,11939.701,11948.309,11959.108,11943.839,11956.543,11922.421,11952.101,11910.583,11963.288
12432.3603515625,12431.501,12437.117,12433.367,12433.732,12434.653,12434.238,12431.016,12423.939,12434.824,12437.713,12432.321,12433.499,12426.2295
11415.560546875,11421.073,11426.233,11415.618,11415.709,11417.921,11416.965,11423.579,11424.39,11430.545,11417.902,11419.61,11418.349,11423.309
11931.9033203125,11927.146,11932.926,11931.093,11933.828,11930.447,11934.601,11931.087,11926.811,11932.713,11937.267,11934.635,11936.229,11934.097
6944.83984375,6941.057,6945.2207,6957.7466,6943.4224,6949.8853,6948.1797,6952.843,6948.751,6945.1626,6969.3955,6961.9883,6952.6743,6948.7217
6898.78125,6907.386,6901.1245,6914.6,6902.3105,6913.52,6908.7896,6913.914,6911.885,6911.9194,6942.2744,6926.204,6912.795,6912.603
9026.50390625,9055.601,9053.6875,9063.208,9079.729,9069.987,9073.7705,9105.529,9102.299,9104.439,9074.93,9105.314,9066.88,9092.547
4968.69482421875,4971.4883,4971.557,4976.578,4975.7583,4970.5576,4975.765,4978.2764,4965.8584,4976.9595,4975.8867,4976.868,4970.5938,4977.856
6378.3759765625,6382.5923,6378.0605,6387.899,6380.7153,6388.293,6384.2593,6389.455,6383.918,6384.2437,6406.284,6396.1,6385.037,6384.7246
7828.251953125,7832.8027,7829.901,7838.3223,7834.128,7833.745,7837.964,7841.833,7839.288,7837.784,7847.6616,7852.195,7836.4062,7842.873
7998.93408203125,8012.1235,8003.5176,8013.307,8010.977,8012.863,8016.2266,8020.34,8017.777,8018.036,8040.9287,8035.9565,8016.1274,8023.5845
8000.3798828125,8007.455,8002.1406,8019.167,8008.001,8009.9766,8015.5977,8020.8945,8019.8594,8020.2173,8044.8564,8041.533,8014.739,8021.383
9779.19140625,9786.359,9778.423,9792.373,9783.432,9793.78,9788.19,9794.523,9788.281,9788.57,9822.451,9805.522,9789.47,9787.965
4426.41748046875,4428.422,4430.0356,4429.4834,4428.2383,4423.8936,4422.877,4431.3394,4430.9854,4434.0356,4428.3804,4432.1323,4424.6997,4425.2886
7567.0859375,7576.451,7569.586,7584.546,7571.146,7583.221,7578.403,7583.856,7581.7026,7581.7114,7615.21,7597.583,7582.664,7582.4365
8101.6845703125,8105.0967,8102.611,8120.3486,8104.451,8112.176,8113.497,8119.6616,8116.622,8117.725,8142.2803,8135.044,8114.1055,8117.783
7292.61083984375,7304.627,7296.706,7305.5293,7303.3477,7305.335,7307.9526,7311.8984,7309.3457,7309.6353,7330.546,7325.6704,7307.9985,7314.658
6614.12890625,6614.653,6618.6943,6613.7344,6623.108,6614.478,6614.5215,6609.7964,6625.49,6628.5103,6615.9106,6613.4224,6621.6084,6613.3623
6821.08349609375,6819.9727,6821.283,6824.908,6824.908,6823.8086,6823.086,6825.691,6814.148,6814.851,6829.2495,6826.1016,6823.214,6825.1196
7996.7333984375,8009.918,8001.312,8011.101,8008.772,8010.6553,8014.0205,8018.132,8015.5703,8015.8345,8038.7163,8033.746,8013.9185,8021.376
6981.00732421875,6982.7256,6980.3516,6988.0566,6984.2427,6983.002,6987.11,6984.2856,6985.728,6984.369,6979.384,6985.372,6982.8657,6984.137
7439.3544921875,7443.972,7443.9507,7445.1406,7444.0625,7441.7456,7446.972,7447.1304,7448.5215,7445.9985,7444.4097,7446.1006,7444.9434,7449.5195
9565.2626953125,9577.324,9567.807,9585.934,9570.915,9584.928,9579.115,9584.826,9583.386,9583.277,9625.946,9602.393,9584.38,9583.597
8612.068359375,8622.957,8614.445,8630.492,8616.968,8629.786,8624.188,8629.488,8628.096,8628.045,8666.179,8644.988,8629.058,8628.331
